ID,start,end,code,team,action,half,pos_x,pos_y
2164,2675.95,2695.95,8. Noname A19,Sound FC 06,Passes (inaccurate),2nd half,56.9,28.0
2165,2675.95,2695.95,8. Noname A19,Sound FC 06,Lost balls,2nd half,68.9,29.5
2166,2675.95,2695.95,8. Noname A19,Sound FC 06,Positional attacks,2nd half,56.9,28.0
2167,2677.04,2697.04,33. Kirby Winfield III,Seattle United 06 Tango,Passes accurate,2nd half,36.1,38.5
2168,2677.04,2697.04,33. Kirby Winfield III,Seattle United 06 Tango,Interceptions,2nd half,36.1,38.5
2169,2677.04,2697.04,33. Kirby Winfield III,Seattle United 06 Tango,Positional attacks,2nd half,36.1,38.5
2170,2677.04,2697.04,33. Kirby Winfield III,Seattle United 06 Tango,Counter-attacks,2nd half,36.1,38.5
2171,2679.6,2699.6,50. Jackson Smith,Seattle United 06 Tango,Counter-attacks,2nd half,64.1,21.6
2172,2682.75,2702.75,50. Jackson Smith,Seattle United 06 Tango,Counter-attacks,2nd half,58.7,30.5
2173,2682.75,2702.75,50. Jackson Smith,Seattle United 06 Tango,Passes accurate,2nd half,58.7,30.5
2174,2683.82,2703.82,54. Elliot Falor,Seattle United 06 Tango,Counter-attacks,2nd half,55.5,19.6
2175,2685.29,2705.29,54. Elliot Falor,Seattle United 06 Tango,Counter-attacks,2nd half,60.1,15.8
2176,2685.29,2705.29,54. Elliot Falor,Seattle United 06 Tango,Passes accurate,2nd half,60.1,15.8
2177,2686.42,2706.42,40. Mateo Garces,Seattle United 06 Tango,Passes accurate,2nd half,74.8,2.1
2178,2686.42,2706.42,40. Mateo Garces,Seattle United 06 Tango,Counter-attacks,2nd half,74.8,2.1
2179,2687.47,2707.47,48. Nalyn Dungel,Seattle United 06 Tango,Counter-attacks,2nd half,83.7,11.7
2180,2687.47,2707.47,48. Nalyn Dungel,Seattle United 06 Tango,Passes accurate,2nd half,83.7,11.7
2181,2689.68,2709.68,40. Mateo Garces,Seattle United 06 Tango,Lost balls,2nd half,105.0,41.4
2182,2689.68,2709.68,40. Mateo Garces,Seattle United 06 Tango,Counter-attacks,2nd half,97.1,5.5
2183,2689.68,2709.68,40. Mateo Garces,Seattle United 06 Tango,Counter-attacks,2nd half,97.1,5.5
2184,2689.68,2709.68,40. Mateo Garces,Seattle United 06 Tango,Passes into the penalty box,2nd half,97.1,5.5
2185,2689.68,2709.68,40. Mateo Garces,Seattle United 06 Tango,Passes (inaccurate),2nd half,97.1,5.5
2186,2689.68,2709.68,40. Mateo Garces,Seattle United 06 Tango,Crosses (inaccurate),2nd half,97.1,5.5
2187,2720.49,2740.49,4. Noname A17,Sound FC 06,Goal-kicks,2nd half,4.8,33.9
2188,2720.49,2740.49,4. Noname A17,Sound FC 06,Lost balls,2nd half,56.9,16.9
2189,2720.49,2740.49,4. Noname A17,Sound FC 06,Passes (inaccurate),2nd half,4.8,33.9
2190,2720.49,2740.49,4. Noname A17,Sound FC 06,Positional attacks,2nd half,4.8,33.9
2191,2723.91,2743.91,47. Tate Macdonald,Seattle United 06 Tango,Positional attacks,2nd half,48.1,51.1
2192,2723.91,2743.91,47. Tate Macdonald,Seattle United 06 Tango,Interceptions,2nd half,48.1,51.1
2193,2725.57,2745.57,7. Noname Noname,Sound FC 06,Positional attacks,2nd half,54.4,16.8
2194,2725.57,2745.57,7. Noname Noname,Sound FC 06,Fouls,2nd half,54.4,16.8
2195,2736.5,2756.5,33. Kirby Winfield III,Seattle United 06 Tango,Passes into the penalty box,2nd half,56.5,52.3
2196,2736.5,2756.5,33. Kirby Winfield III,Seattle United 06 Tango,Free-kick attacks,2nd half,56.5,52.3
2197,2736.5,2756.5,33. Kirby Winfield III,Seattle United 06 Tango,Lost balls,2nd half,93.6,17.9
2198,2736.5,2756.5,33. Kirby Winfield III,Seattle United 06 Tango,Free-kick attacks,2nd half,56.5,52.3
2199,2736.5,2756.5,33. Kirby Winfield III,Seattle United 06 Tango,Passes (inaccurate),2nd half,56.5,52.3
2200,2739.15,2759.15,4. Noname A17,Sound FC 06,Interceptions,2nd half,11.4,50.1
2201,2739.15,2759.15,4. Noname A17,Sound FC 06,Free-kick attacks,2nd half,11.4,50.1
2202,2745.33,2765.33,40. Mateo Garces,Seattle United 06 Tango,Throw-in attacks,2nd half,91.3,0.0
2203,2745.33,2765.33,40. Mateo Garces,Seattle United 06 Tango,Passes accurate,2nd half,91.3,0.0
2204,2745.33,2765.33,40. Mateo Garces,Seattle United 06 Tango,Passes into the penalty box,2nd half,91.3,0.0
2205,2747.86,2767.86,48. Nalyn Dungel,Seattle United 06 Tango,Passes accurate,2nd half,93.8,18.1
2206,2747.86,2767.86,48. Nalyn Dungel,Seattle United 06 Tango,Passes into the penalty box,2nd half,93.8,18.1
2207,2747.86,2767.86,48. Nalyn Dungel,Seattle United 06 Tango,Throw-in attacks,2nd half,93.8,18.1
2208,2750.52,2770.52,5. Noname Noname,Sound FC 06,Throw-in attacks,2nd half,10.8,35.0
2209,2750.52,2770.52,29. Jackson Peterson,Seattle United 06 Tango,Shots,2nd half,92.5,32.8
2210,2750.52,2770.52,29. Jackson Peterson,Seattle United 06 Tango,Throw-in attacks,2nd half,92.5,32.8
2211,2750.52,2770.52,5. Noname Noname,Sound FC 06,Interceptions,2nd half,10.8,35.0
2212,2751.92,2771.92,12. Noname A21,Sound FC 06,Passes accurate,2nd half,8.5,51.9
2213,2751.92,2771.92,12. Noname A21,Sound FC 06,Picking-ups,2nd half,8.5,51.9
2214,2755.35,2775.35,42. Loic Charles-Antoine,Seattle United 06 Tango,Challenges (lost),2nd half,73.1,36.5
2215,2755.35,2775.35,7. Noname Noname,Sound FC 06,Air challenges (won),2nd half,31.9,31.5
2216,2755.35,2775.35,42. Loic Charles-Antoine,Seattle United 06 Tango,Air challenges (lost),2nd half,73.1,36.5
2217,2755.35,2775.35,7. Noname Noname,Sound FC 06,Challenges (won),2nd half,31.9,31.5
2218,2756.8,2776.8,7. Noname Noname,Sound FC 06,Passes accurate,2nd half,32.4,30.4
2219,2758.86,2778.86,47. Tate Macdonald,Seattle United 06 Tango,Tackles (Unsuccessful actions),2nd half,70.8,52.2
2220,2758.86,2778.86,18. Noname Noname,Sound FC 06,Dribbles (Successful actions),2nd half,34.2,15.8
2221,2758.86,2778.86,47. Tate Macdonald,Seattle United 06 Tango,Challenges (lost),2nd half,70.8,52.2
2222,2761.96,2781.96,42. Loic Charles-Antoine,Seattle United 06 Tango,Challenges (won),2nd half,70.9,65.5
2223,2761.96,2781.96,18. Noname Noname,Sound FC 06,Challenges (lost),2nd half,34.1,2.5
2224,2761.96,2781.96,18. Noname Noname,Sound FC 06,Lost balls (in opp. half),2nd half,34.1,2.5
2225,2761.96,2781.96,42. Loic Charles-Antoine,Seattle United 06 Tango,Tackles (Successful actions),2nd half,70.9,65.5
2226,2761.96,2781.96,18. Noname Noname,Sound FC 06,Dribbles (Unsuccessful actions),2nd half,34.1,2.5
2227,2761.96,2781.96,18. Noname Noname,Sound FC 06,Lost balls,2nd half,34.1,2.5
2228,2762.91,2782.91,29. Jackson Peterson,Seattle United 06 Tango,Challenges (won),2nd half,72.6,61.4
2229,2762.91,2782.91,18. Noname Noname,Sound FC 06,Challenges (lost),2nd half,32.4,6.6
2230,2762.91,2782.91,29. Jackson Peterson,Seattle United 06 Tango,Positional attacks,2nd half,72.6,61.4
2231,2764.47,2784.47,29. Jackson Peterson,Seattle United 06 Tango,Positional attacks,2nd half,68.7,64.0
2232,2764.47,2784.47,29. Jackson Peterson,Seattle United 06 Tango,Passes accurate,2nd half,68.7,64.0
2233,2765.25,2785.25,47. Tate Macdonald,Seattle United 06 Tango,Positional attacks,2nd half,59.8,62.4
2234,2765.25,2785.25,47. Tate Macdonald,Seattle United 06 Tango,Passes accurate,2nd half,59.8,62.4
2235,2767.24,2787.24,46. Jacob Taylor,Seattle United 06 Tango,Positional attacks,2nd half,82.1,56.9
2236,2767.24,2787.24,46. Jacob Taylor,Seattle United 06 Tango,Passes accurate,2nd half,82.1,56.9
2237,2768.43,2788.43,29. Jackson Peterson,Seattle United 06 Tango,Positional attacks,2nd half,79.7,64.4
2238,2770,2790,29. Jackson Peterson,Seattle United 06 Tango,Positional attacks,2nd half,83.7,55.4
2239,2770,2790,29. Jackson Peterson,Seattle United 06 Tango,Passes accurate,2nd half,83.7,55.4
2240,2772.56,2792.56,46. Jacob Taylor,Seattle United 06 Tango,Positional attacks,2nd half,97.6,62.9
2241,2776.96,2796.96,46. Jacob Taylor,Seattle United 06 Tango,Positional attacks,2nd half,103.3,65.8
2242,2776.96,2796.96,46. Jacob Taylor,Seattle United 06 Tango,Passes accurate,2nd half,103.3,65.8
2243,2778.87,2798.87,29. Jackson Peterson,Seattle United 06 Tango,Passes (inaccurate),2nd half,96.8,64.6
2244,2778.87,2798.87,29. Jackson Peterson,Seattle United 06 Tango,Positional attacks,2nd half,96.8,64.6
2245,2778.87,2798.87,29. Jackson Peterson,Seattle United 06 Tango,Crosses (inaccurate),2nd half,96.8,64.6
2246,2778.87,2798.87,29. Jackson Peterson,Seattle United 06 Tango,Passes into the penalty box,2nd half,96.8,64.6
2247,2778.87,2798.87,29. Jackson Peterson,Seattle United 06 Tango,Positional attacks,2nd half,96.8,64.6
2248,2779.79,2799.79,10. Noname A20,Sound FC 06,Interceptions,2nd half,7.0,28.9
2249,2779.79,2799.79,10. Noname A20,Sound FC 06,Positional attacks,2nd half,7.0,28.9
2250,2782.13,2802.13,8. Noname A19,Sound FC 06,Picking-ups,2nd half,17.8,24.3
2251,2782.13,2802.13,8. Noname A19,Sound FC 06,Passes (inaccurate),2nd half,17.8,24.3
2252,2782.13,2802.13,8. Noname A19,Sound FC 06,Positional attacks,2nd half,17.8,24.3
2253,2782.13,2802.13,8. Noname A19,Sound FC 06,Positional attacks,2nd half,17.8,24.3
2254,2782.58,2802.58,42. Loic Charles-Antoine,Seattle United 06 Tango,Positional attacks,2nd half,84.3,43.7
2255,2782.58,2802.58,42. Loic Charles-Antoine,Seattle United 06 Tango,Interceptions (in opp. half),2nd half,84.3,43.7
2256,2782.58,2802.58,42. Loic Charles-Antoine,Seattle United 06 Tango,Lost balls,2nd half,84.3,43.7
2257,2782.58,2802.58,42. Loic Charles-Antoine,Seattle United 06 Tango,Interceptions,2nd half,84.3,43.7
2258,2796.13,2816.13,13. Noname Noname,Sound FC 06,Passes accurate,2nd half,22.4,0.0
2259,2796.96,2816.96,7. Noname Noname,Sound FC 06,Lost balls,2nd half,39.8,3.7
2260,2796.96,2816.96,7. Noname Noname,Sound FC 06,Lost balls (in opp. half),2nd half,39.8,3.7
2261,2796.96,2816.96,7. Noname Noname,Sound FC 06,Challenges (lost),2nd half,39.8,3.7
2262,2796.96,2816.96,47. Tate Macdonald,Seattle United 06 Tango,Challenges (won),2nd half,65.2,64.3
2263,2797.48,2817.48,47. Tate Macdonald,Seattle United 06 Tango,Lost balls,2nd half,73.3,68.0
2264,2797.48,2817.48,47. Tate Macdonald,Seattle United 06 Tango,Passes (inaccurate),2nd half,66.5,64.7
2265,2805.17,2825.17,13. Noname Noname,Sound FC 06,Lost balls,2nd half,68.9,6.6
2266,2805.17,2825.17,13. Noname Noname,Sound FC 06,Passes (inaccurate),2nd half,33.5,0.0
2267,2807.11,2827.11,33. Kirby Winfield III,Seattle United 06 Tango,Passes accurate,2nd half,36.1,61.4
2268,2807.11,2827.11,33. Kirby Winfield III,Seattle United 06 Tango,Picking-ups,2nd half,36.1,61.4
2269,2807.11,2827.11,33. Kirby Winfield III,Seattle United 06 Tango,Positional attacks,2nd half,36.1,61.4
2270,2808.92,2828.92,48. Nalyn Dungel,Seattle United 06 Tango,Passes accurate,2nd half,56.9,47.6
2271,2808.92,2828.92,48. Nalyn Dungel,Seattle United 06 Tango,Positional attacks,2nd half,56.9,47.6
2272,2811.3,2831.3,29. Jackson Peterson,Seattle United 06 Tango,Positional attacks,2nd half,60.8,62.4
2273,2813.06,2833.06,29. Jackson Peterson,Seattle United 06 Tango,Passes (inaccurate),2nd half,63.2,59.8
2274,2813.06,2833.06,29. Jackson Peterson,Seattle United 06 Tango,Positional attacks,2nd half,63.2,59.8
2275,2813.96,2833.96,14. Noname Noname,Sound FC 06,Interceptions,2nd half,37.2,21.2
2276,2813.96,2833.96,14. Noname Noname,Sound FC 06,Positional attacks,2nd half,37.2,21.2
2277,2815.68,2835.68,14. Noname Noname,Sound FC 06,Passes (inaccurate),2nd half,42.3,21.4
2278,2815.68,2835.68,14. Noname Noname,Sound FC 06,Passes into the penalty box,2nd half,42.3,21.4
2279,2815.68,2835.68,14. Noname Noname,Sound FC 06,Positional attacks,2nd half,42.3,21.4
2280,2819.58,2839.58,1. Finley Suess,Seattle United 06 Tango,Positional attacks,2nd half,13.8,28.4
2281,2819.58,2839.58,1. Finley Suess,Seattle United 06 Tango,Interceptions,2nd half,13.8,28.4
2282,2819.58,2839.58,1. Finley Suess,Seattle United 06 Tango,Positional attacks,2nd half,13.8,28.4
2283,2821.38,2841.38,1. Finley Suess,Seattle United 06 Tango,Passes accurate,2nd half,14.0,30.2
2284,2821.38,2841.38,1. Finley Suess,Seattle United 06 Tango,Positional attacks,2nd half,14.0,30.2
2285,2823.45,2843.45,33. Kirby Winfield III,Seattle United 06 Tango,Positional attacks,2nd half,17.1,47.7
2286,2823.45,2843.45,33. Kirby Winfield III,Seattle United 06 Tango,Dribbling,2nd half,17.1,47.7
2287,2823.45,2843.45,33. Kirby Winfield III,Seattle United 06 Tango,Positional attacks,2nd half,17.1,47.7
2288,2827.39,2847.39,33. Kirby Winfield III,Seattle United 06 Tango,Positional attacks,2nd half,34.8,48.5
2289,2827.39,2847.39,33. Kirby Winfield III,Seattle United 06 Tango,Passes accurate,2nd half,34.8,48.5
2290,2828.42,2848.42,29. Jackson Peterson,Seattle United 06 Tango,Bad ball control,2nd half,58.3,52.2
2291,2828.42,2848.42,29. Jackson Peterson,Seattle United 06 Tango,Lost balls,2nd half,58.3,52.2
2292,2828.42,2848.42,29. Jackson Peterson,Seattle United 06 Tango,Positional attacks,2nd half,58.3,52.2
2293,2830.05,2850.05,5. Noname Noname,Sound FC 06,Counter-attacks,2nd half,40.7,17.4
2294,2830.05,2850.05,5. Noname Noname,Sound FC 06,Picking-ups,2nd half,40.7,17.4
2295,2830.05,2850.05,5. Noname Noname,Sound FC 06,Positional attacks,2nd half,40.7,17.4
2296,2830.05,2850.05,5. Noname Noname,Sound FC 06,Passes accurate,2nd half,40.7,17.4
2297,2831.18,2851.18,13. Noname Noname,Sound FC 06,Passes accurate,2nd half,45.2,11.9
2298,2831.18,2851.18,13. Noname Noname,Sound FC 06,Counter-attacks,2nd half,45.2,11.9
2299,2832.77,2852.77,8. Noname A19,Sound FC 06,Passes accurate,2nd half,47.1,19.8
2300,2832.77,2852.77,8. Noname A19,Sound FC 06,Counter-attacks,2nd half,47.1,19.8
2301,2834.02,2854.02,9. Noname Noname,Sound FC 06,Counter-attacks,2nd half,39.8,5.4
2302,2835.27,2855.27,9. Noname Noname,Sound FC 06,Passes (inaccurate),2nd half,42.3,3.1
2303,2835.27,2855.27,9. Noname Noname,Sound FC 06,Counter-attacks,2nd half,42.3,3.1
2304,2835.97,2885.97,8. Noname A19,Sound FC 06,Assists,2nd half,94.5,32.4
2305,2836.56,2886.56,18. Noname Noname,Sound FC 06,Goals,2nd half,98.9,35.5
2306,2836.56,2886.56,1. Finley Suess,Seattle United 06 Tango,Goals conceded,2nd half,6.1,32.5
2307,2837.09,2857.09,33. Kirby Winfield III,Seattle United 06 Tango,Counter-attacks,2nd half,32.0,57.7
2308,2837.09,2857.09,33. Kirby Winfield III,Seattle United 06 Tango,Counter-attacks,2nd half,32.0,57.7
2309,2837.09,2857.09,33. Kirby Winfield III,Seattle United 06 Tango,Passes accurate,2nd half,32.0,57.7
2310,2837.09,2857.09,33. Kirby Winfield III,Seattle United 06 Tango,Interceptions,2nd half,32.0,57.7
2311,2838.34,2858.34,8. Noname A19,Sound FC 06,Passes accurate,2nd half,63.8,17.7
2312,2838.34,2858.34,42. Loic Charles-Antoine,Seattle United 06 Tango,Air challenges (lost),2nd half,41.2,50.3
2313,2838.34,2858.34,8. Noname A19,Sound FC 06,Air challenges (won),2nd half,63.8,17.7
2314,2838.34,2858.34,8. Noname A19,Sound FC 06,Challenges (won),2nd half,63.8,17.7
2315,2838.34,2858.34,8. Noname A19,Sound FC 06,Counter-attacks,2nd half,63.8,17.7
2316,2838.34,2858.34,42. Loic Charles-Antoine,Seattle United 06 Tango,Challenges (lost),2nd half,41.2,50.3
2317,2838.34,2858.34,8. Noname A19,Sound FC 06,Counter-attacks,2nd half,63.8,17.7
2318,2840.07,2860.07,7. Noname Noname,Sound FC 06,Counter-attacks,2nd half,69.4,10.9
2319,2840.07,2860.07,7. Noname Noname,Sound FC 06,Dribbling,2nd half,69.4,10.9
2320,2840.07,2860.07,7. Noname Noname,Sound FC 06,Counter-attacks,2nd half,69.4,10.9
2321,2843.12,2863.12,47. Tate Macdonald,Seattle United 06 Tango,Tackles (Unsuccessful actions),2nd half,22.5,60
2322,2843.12,2863.12,47. Tate Macdonald,Seattle United 06 Tango,Challenges (lost),2nd half,22.5,60
2323,2843.12,2863.12,7. Noname Noname,Sound FC 06,Counter-attacks,2nd half,82.5,8.0
2324,2843.12,2863.12,7. Noname Noname,Sound FC 06,Dribbles (Successful actions),2nd half,82.5,8.0
2325,2846.21,2866.21,7. Noname Noname,Sound FC 06,Counter-attacks,2nd half,97.5,1.4
2326,2846.21,2866.21,7. Noname Noname,Sound FC 06,Counter-attacks,2nd half,97.5,1.4
2327,2846.21,2866.21,7. Noname Noname,Sound FC 06,Passes into the penalty box,2nd half,97.5,1.4
2328,2846.21,2866.21,7. Noname Noname,Sound FC 06,Crosses (inaccurate),2nd half,97.5,1.4
2329,2846.21,2866.21,7. Noname Noname,Sound FC 06,Passes (inaccurate),2nd half,97.5,1.4
2330,2847.55,2867.55,45. Matthew Roberts,Seattle United 06 Tango,Interceptions,2nd half,4.2,39.4
2331,2847.55,2867.55,45. Matthew Roberts,Seattle United 06 Tango,Counter-attacks,2nd half,4.2,39.4
2332,2848.76,2868.76,8. Noname A19,Sound FC 06,Picking-ups (in opp. half),2nd half,90.7,27.0
2333,2848.76,2868.76,8. Noname A19,Sound FC 06,Picking-ups,2nd half,90.7,27.0
2334,2848.76,2868.76,8. Noname A19,Sound FC 06,Counter-attacks,2nd half,90.7,27.0
2335,2849.65,2869.65,45. Matthew Roberts,Seattle United 06 Tango,Interceptions,2nd half,8.9,39.0
2336,2849.65,2869.65,45. Matthew Roberts,Seattle United 06 Tango,Counter-attacks,2nd half,8.9,39.0
2337,2849.65,2869.65,8. Noname A19,Sound FC 06,Shots,2nd half,93.5,28.0
2338,2849.65,2869.65,8. Noname A19,Sound FC 06,Counter-attacks,2nd half,93.5,28.0
2339,2850.97,2870.97,8. Noname A19,Sound FC 06,Counter-attacks,2nd half,94.5,32.4
2340,2850.97,2870.97,8. Noname A19,Sound FC 06,Passes into the penalty box,2nd half,94.5,32.4
2341,2850.97,2870.97,8. Noname A19,Sound FC 06,Challenges (won),2nd half,94.5,32.4
2342,2850.97,2870.97,40. Mateo Garces,Seattle United 06 Tango,Air challenges (lost),2nd half,10.5,35.6
2343,2850.97,2870.97,8. Noname A19,Sound FC 06,Air challenges (won),2nd half,94.5,32.4
2344,2850.97,2870.97,40. Mateo Garces,Seattle United 06 Tango,Challenges (lost),2nd half,10.5,35.6
2345,2850.97,2870.97,8. Noname A19,Sound FC 06,Counter-attacks,2nd half,94.5,32.4
2346,2851.06,2871.06,18. Noname Noname,Sound FC 06,Counter-attacks,2nd half,95.3,38.9
2347,2851.56,2871.56,18. Noname Noname,Sound FC 06,Counter-attacks,2nd half,98.9,35.5
2348,2851.57,2871.57,54. Elliot Falor,Seattle United 06 Tango,Errors leading to goal,2nd half,6.1,32.5
2349,2851.57,2871.57,40. Mateo Garces,Seattle United 06 Tango,Errors leading to goal,2nd half,6.1,32.5
2350,2851.57,2871.57,40. Mateo Garces,Seattle United 06 Tango,Errors,2nd half,6.1,32.5
2351,2851.57,2871.57,54. Elliot Falor,Seattle United 06 Tango,Errors,2nd half,6.1,32.5
2352,2878.38,2898.38,50. Jackson Smith,Seattle United 06 Tango,Positional attacks,2nd half,52.6,34.2
2353,2878.38,2898.38,50. Jackson Smith,Seattle United 06 Tango,Passes accurate,2nd half,52.6,34.2
2354,2879.37,2899.37,42. Loic Charles-Antoine,Seattle United 06 Tango,Positional attacks,2nd half,34.8,36.2
2355,2881.2,2901.2,42. Loic Charles-Antoine,Seattle United 06 Tango,Positional attacks,2nd half,36.5,28.8
2356,2881.2,2901.2,42. Loic Charles-Antoine,Seattle United 06 Tango,Passes accurate,2nd half,36.5,28.8
2357,2882.56,2902.56,54. Elliot Falor,Seattle United 06 Tango,Positional attacks,2nd half,40.1,15.3
2358,2882.56,2902.56,54. Elliot Falor,Seattle United 06 Tango,Passes accurate,2nd half,40.1,15.3
2359,2883.48,2903.48,48. Nalyn Dungel,Seattle United 06 Tango,Lost balls (in opp. half),2nd half,50.6,26.7
2360,2883.48,2903.48,48. Nalyn Dungel,Seattle United 06 Tango,Lost balls,2nd half,50.6,26.7
2361,2883.48,2903.48,8. Noname A19,Sound FC 06,Challenges (won),2nd half,54.4,41.3
2362,2883.48,2903.48,8. Noname A19,Sound FC 06,Positional attacks,2nd half,54.4,41.3
2363,2883.48,2903.48,48. Nalyn Dungel,Seattle United 06 Tango,Challenges (lost),2nd half,50.6,26.7
2364,2885.02,2905.02,8. Noname A19,Sound FC 06,Passes accurate,2nd half,61.0,44.8
2365,2886.26,2906.26,18. Noname Noname,Sound FC 06,Dribbles (Unsuccessful actions),2nd half,72.7,50.8
2366,2886.26,2906.26,45. Matthew Roberts,Seattle United 06 Tango,Tackles (Successful actions),2nd half,32.3,17.2
2367,2886.26,2906.26,18. Noname Noname,Sound FC 06,Lost balls,2nd half,72.7,50.8
2368,2886.26,2906.26,18. Noname Noname,Sound FC 06,Challenges (lost),2nd half,72.7,50.8
2369,2886.26,2906.26,45. Matthew Roberts,Seattle United 06 Tango,Challenges (won),2nd half,32.3,17.2
2370,2887.59,2907.59,48. Nalyn Dungel,Seattle United 06 Tango,Picking-ups,2nd half,25.1,20.6
2371,2889.76,2909.76,48. Nalyn Dungel,Seattle United 06 Tango,Passes accurate,2nd half,22.2,11.7
2372,2892.85,2912.85,40. Mateo Garces,Seattle United 06 Tango,Passes (inaccurate),2nd half,37.2,2.3
2373,2892.85,2912.85,40. Mateo Garces,Seattle United 06 Tango,Lost balls,2nd half,65.2,0.0
2374,2908.81,2928.81,4. Noname A17,Sound FC 06,Passes accurate,2nd half,43.3,68.0
2375,2909.82,2929.82,12. Noname A21,Sound FC 06,Lost balls,2nd half,55.9,66.2
2376,2909.82,2929.82,12. Noname A21,Sound FC 06,Passes (inaccurate),2nd half,49.9,65.7
2377,2910.62,2930.62,40. Mateo Garces,Seattle United 06 Tango,Interceptions,2nd half,49.1,1.8
2378,2911.58,2931.58,12. Noname A21,Sound FC 06,Fouls,2nd half,55.8,64.5
2379,2933.19,2953.19,40. Mateo Garces,Seattle United 06 Tango,Free-kick attacks,2nd half,53.6,6.7
2380,2933.19,2953.19,40. Mateo Garces,Seattle United 06 Tango,Passes into the penalty box,2nd half,53.6,6.7
2381,2933.19,2953.19,40. Mateo Garces,Seattle United 06 Tango,Passes accurate,2nd half,53.6,6.7
2382,2933.19,2953.19,40. Mateo Garces,Seattle United 06 Tango,Free-kick attacks,2nd half,53.6,6.7
2383,2936.22,2956.22,48. Nalyn Dungel,Seattle United 06 Tango,Lost balls,2nd half,98.6,31.1
2384,2936.22,2956.22,5. Noname Noname,Sound FC 06,Free-kick attacks,2nd half,6.4,36.9
2385,2936.22,2956.22,48. Nalyn Dungel,Seattle United 06 Tango,Air challenges (lost),2nd half,98.6,31.1
2386,2936.22,2956.22,5. Noname Noname,Sound FC 06,Air challenges (won),2nd half,6.4,36.9
2387,2936.22,2956.22,48. Nalyn Dungel,Seattle United 06 Tango,Challenges (lost),2nd half,98.6,31.1
2388,2936.22,2956.22,5. Noname Noname,Sound FC 06,Challenges (won),2nd half,6.4,36.9
2389,2940.65,2960.65,4. Noname A17,Sound FC 06,Dribbles (Successful actions),2nd half,27.6,20.1
2390,2940.65,2960.65,4. Noname A17,Sound FC 06,Picking-ups,2nd half,27.6,20.1
2391,2940.65,2960.65,47. Tate Macdonald,Seattle United 06 Tango,Challenges (lost),2nd half,77.4,47.9
2392,2940.65,2960.65,47. Tate Macdonald,Seattle United 06 Tango,Tackles (Unsuccessful actions),2nd half,77.4,47.9
2393,2942.77,2962.77,4. Noname A17,Sound FC 06,Passes (inaccurate),2nd half,38.6,26.9
2394,2942.77,2962.77,4. Noname A17,Sound FC 06,Lost balls (in opp. half),2nd half,38.6,68.0
2395,2942.77,2962.77,4. Noname A17,Sound FC 06,Lost balls,2nd half,38.6,68.0
2396,2949.16,2969.16,40. Mateo Garces,Seattle United 06 Tango,Positional attacks,2nd half,67.4,0.0
2397,2949.16,2969.16,40. Mateo Garces,Seattle United 06 Tango,Passes accurate,2nd half,67.4,0.0
2398,2950.22,2970.22,46. Jacob Taylor,Seattle United 06 Tango,Positional attacks,2nd half,84.4,6.1
2399,2950.22,2970.22,46. Jacob Taylor,Seattle United 06 Tango,Bad ball control,2nd half,84.4,6.1
2400,2950.22,2970.22,46. Jacob Taylor,Seattle United 06 Tango,Lost balls,2nd half,84.4,6.1
2401,2968.94,2988.94,12. Noname A21,Sound FC 06,Passes accurate,2nd half,27.5,68.0
2402,2968.94,2988.94,12. Noname A21,Sound FC 06,Positional attacks,2nd half,27.5,68.0
2403,2970.2,2990.2,14. Noname Noname,Sound FC 06,Challenges (won),2nd half,33.1,63.6
2404,2970.2,2990.2,46. Jacob Taylor,Seattle United 06 Tango,Challenges (lost),2nd half,71.9,4.4
2405,2970.2,2990.2,14. Noname Noname,Sound FC 06,Positional attacks,2nd half,33.1,63.6
2406,2972.25,2992.25,14. Noname Noname,Sound FC 06,Positional attacks,2nd half,29.7,65.4
2407,2972.25,2992.25,14. Noname Noname,Sound FC 06,Passes accurate,2nd half,29.7,65.4
2408,2973.59,2993.59,12. Noname A21,Sound FC 06,Passes (inaccurate),2nd half,23.2,65.4
2409,2973.59,2993.59,12. Noname A21,Sound FC 06,Positional attacks,2nd half,23.2,65.4
2410,2973.93,2993.93,40. Mateo Garces,Seattle United 06 Tango,Positional attacks,2nd half,74.9,3.2
2411,2973.93,2993.93,40. Mateo Garces,Seattle United 06 Tango,Interceptions,2nd half,74.9,3.2
2412,2973.93,2993.93,40. Mateo Garces,Seattle United 06 Tango,Interceptions (in opp. half),2nd half,74.9,3.2
2413,2974.82,2994.82,10. Noname A20,Sound FC 06,Positional attacks,2nd half,13.8,57.4
2414,2974.82,2994.82,10. Noname A20,Sound FC 06,Positional attacks,2nd half,13.8,57.4
2415,2974.82,2994.82,10. Noname A20,Sound FC 06,Picking-ups,2nd half,13.8,57.4
2416,2974.82,2994.82,10. Noname A20,Sound FC 06,Passes accurate,2nd half,13.8,57.4
2417,2975.93,2995.93,8. Noname A19,Sound FC 06,Positional attacks,2nd half,29.5,60.5
2418,2975.93,2995.93,8. Noname A19,Sound FC 06,Passes (inaccurate),2nd half,29.5,60.5
2419,2978.48,2998.48,29. Jackson Peterson,Seattle United 06 Tango,Passes (inaccurate),2nd half,72.9,21.2
2420,2978.48,2998.48,29. Jackson Peterson,Seattle United 06 Tango,Picking-ups (in opp. half),2nd half,72.9,21.2
2421,2978.48,2998.48,29. Jackson Peterson,Seattle United 06 Tango,Positional attacks,2nd half,72.9,21.2
