ID,start,end,code,team,action,half,pos_x,pos_y
2422,2978.48,2998.48,29. Jackson Peterson,Seattle United 06 Tango,Positional attacks,2nd half,72.9,21.2
2423,2978.48,2998.48,29. Jackson Peterson,Seattle United 06 Tango,Picking-ups,2nd half,72.9,21.2
2424,2979.84,2999.84,5. Noname Noname,Sound FC 06,Interceptions,2nd half,18.1,46.7
2425,2979.84,2999.84,5. Noname Noname,Sound FC 06,Positional attacks,2nd half,18.1,46.7
2426,2979.84,2999.84,5. Noname Noname,Sound FC 06,Passes (inaccurate),2nd half,18.1,46.7
2427,2979.84,2999.84,5. Noname Noname,Sound FC 06,Positional attacks,2nd half,18.1,46.7
2428,2979.84,2999.84,5. Noname Noname,Sound FC 06,Lost balls (in opp. half),2nd half,25.0,42.1
2429,2979.84,2999.84,5. Noname Noname,Sound FC 06,Lost balls,2nd half,25.0,42.1
2430,2981.31,3001.31,50. Jackson Smith,Seattle United 06 Tango,Interceptions (in opp. half),2nd half,80.0,25.9
2431,2981.31,3001.31,50. Jackson Smith,Seattle United 06 Tango,Positional attacks,2nd half,80.0,25.9
2432,2981.31,3001.31,50. Jackson Smith,Seattle United 06 Tango,Interceptions,2nd half,80.0,25.9
2433,2982.58,3002.58,29. Jackson Peterson,Seattle United 06 Tango,Picking-ups (in opp. half),2nd half,75.2,30.8
2434,2982.58,3002.58,29. Jackson Peterson,Seattle United 06 Tango,Picking-ups,2nd half,75.2,30.8
2435,2982.58,3002.58,29. Jackson Peterson,Seattle United 06 Tango,Counter-attacks,2nd half,75.2,30.8
2436,2984.01,3004.01,29. Jackson Peterson,Seattle United 06 Tango,Counter-attacks,2nd half,76.2,35.7
2437,2984.01,3004.01,29. Jackson Peterson,Seattle United 06 Tango,Passes accurate,2nd half,76.2,35.7
2438,2986.35,3006.35,9. Noname Noname,Sound FC 06,Counter-attacks,2nd half,22.5,6.5
2439,2986.35,3006.35,9. Noname Noname,Sound FC 06,Challenges (won),2nd half,22.5,6.5
2440,2986.35,3006.35,47. Tate Macdonald,Seattle United 06 Tango,Challenges (lost),2nd half,82.5,61.5
2441,2986.35,3006.35,47. Tate Macdonald,Seattle United 06 Tango,Lost balls,2nd half,82.5,61.5
2442,2986.94,3006.94,47. Tate Macdonald,Seattle United 06 Tango,Fouls,2nd half,83.2,61.5
2443,2986.94,3006.94,47. Tate Macdonald,Seattle United 06 Tango,Counter-attacks,2nd half,83.2,61.5
2444,3011.26,3031.26,4. Noname A17,Sound FC 06,Lost balls,2nd half,73.5,16.6
2445,3011.26,3031.26,4. Noname A17,Sound FC 06,Passes (inaccurate),2nd half,25.4,4.5
2446,3014.34,3034.34,33. Kirby Winfield III,Seattle United 06 Tango,Positional attacks,2nd half,31.5,51.4
2447,3014.34,3034.34,33. Kirby Winfield III,Seattle United 06 Tango,Passes accurate,2nd half,31.5,51.4
2448,3014.34,3034.34,33. Kirby Winfield III,Seattle United 06 Tango,Interceptions,2nd half,31.5,51.4
2449,3016.49,3036.49,48. Nalyn Dungel,Seattle United 06 Tango,Positional attacks,2nd half,41.8,48.6
2450,3016.49,3036.49,48. Nalyn Dungel,Seattle United 06 Tango,Passes accurate,2nd half,41.8,48.6
2451,3017.54,3037.54,29. Jackson Peterson,Seattle United 06 Tango,Positional attacks,2nd half,51.1,49.1
2452,3018.94,3038.94,29. Jackson Peterson,Seattle United 06 Tango,Positional attacks,2nd half,53.6,44.8
2453,3018.94,3038.94,29. Jackson Peterson,Seattle United 06 Tango,Passes (inaccurate),2nd half,53.6,44.8
2454,3019.81,3039.81,10. Noname A20,Sound FC 06,Positional attacks,2nd half,31.9,35.9
2455,3019.81,3039.81,10. Noname A20,Sound FC 06,Positional attacks,2nd half,31.9,35.9
2456,3019.81,3039.81,10. Noname A20,Sound FC 06,Interceptions,2nd half,31.9,35.9
2457,3019.81,3039.81,10. Noname A20,Sound FC 06,Passes accurate,2nd half,31.9,35.9
2458,3023.01,3043.01,29. Jackson Peterson,Seattle United 06 Tango,Positional attacks,2nd half,69.3,58.0
2459,3023.01,3043.01,29. Jackson Peterson,Seattle United 06 Tango,Positional attacks,2nd half,69.3,58.0
2460,3023.01,3043.01,29. Jackson Peterson,Seattle United 06 Tango,Challenges (won),2nd half,69.3,58.0
2461,3023.01,3043.01,9. Noname Noname,Sound FC 06,Challenges (lost),2nd half,35.7,10
2462,3023.01,3043.01,29. Jackson Peterson,Seattle United 06 Tango,Dribbling,2nd half,69.3,58.0
2463,3027.82,3047.82,29. Jackson Peterson,Seattle United 06 Tango,Positional attacks,2nd half,87.9,62.9
2464,3027.82,3047.82,29. Jackson Peterson,Seattle United 06 Tango,Passes accurate,2nd half,87.9,62.9
2465,3028.96,3048.96,46. Jacob Taylor,Seattle United 06 Tango,Challenges (lost),2nd half,92.3,56
2466,3028.96,3048.96,5. Noname Noname,Sound FC 06,Challenges (won),2nd half,12.7,12.0
2467,3028.96,3048.96,46. Jacob Taylor,Seattle United 06 Tango,Lost balls,2nd half,92.3,56.0
2468,3028.96,3048.96,5. Noname Noname,Sound FC 06,Positional attacks,2nd half,12.7,12.0
2469,3029.01,3049.01,5. Noname Noname,Sound FC 06,Passes (inaccurate),2nd half,12.6,12.2
2470,3031.12,3051.12,47. Tate Macdonald,Seattle United 06 Tango,Bad ball control,2nd half,73.0,66.1
2471,3032.95,3052.95,47. Tate Macdonald,Seattle United 06 Tango,Challenges (lost),2nd half,78,63
2472,3032.95,3052.95,47. Tate Macdonald,Seattle United 06 Tango,Air challenges (lost),2nd half,78,63
2473,3032.95,3052.95,7. Noname Noname,Sound FC 06,Air challenges (won),2nd half,27.0,5.0
2474,3032.95,3052.95,7. Noname Noname,Sound FC 06,Challenges (won),2nd half,27.0,5.0
2475,3033.33,3053.33,47. Tate Macdonald,Seattle United 06 Tango,Fouls,2nd half,77.8,62.9
2476,3052.23,3072.23,9. Noname Noname,Sound FC 06,Positional attacks,2nd half,29.4,8.5
2477,3052.23,3072.23,9. Noname Noname,Sound FC 06,Passes (inaccurate),2nd half,29.4,8.5
2478,3055.04,3075.04,33. Kirby Winfield III,Seattle United 06 Tango,Passes (inaccurate),2nd half,31.7,47.4
2479,3055.04,3075.04,33. Kirby Winfield III,Seattle United 06 Tango,Positional attacks,2nd half,31.7,47.4
2480,3055.04,3075.04,33. Kirby Winfield III,Seattle United 06 Tango,Positional attacks,2nd half,31.7,47.4
2481,3055.04,3075.04,33. Kirby Winfield III,Seattle United 06 Tango,Interceptions,2nd half,31.7,47.4
2482,3056.9,3076.9,12. Noname A21,Sound FC 06,Positional attacks,2nd half,64.1,36.7
2483,3056.9,3076.9,12. Noname A21,Sound FC 06,Picking-ups (in opp. half),2nd half,64.1,36.7
2484,3056.9,3076.9,12. Noname A21,Sound FC 06,Picking-ups,2nd half,64.1,36.7
2485,3058.7,3078.7,12. Noname A21,Sound FC 06,Lost balls,2nd half,61.6,48.7
2486,3058.7,3078.7,12. Noname A21,Sound FC 06,Challenges (lost),2nd half,61.6,48.7
2487,3058.7,3078.7,54. Elliot Falor,Seattle United 06 Tango,Challenges (won),2nd half,43.4,19.3
2488,3058.7,3078.7,12. Noname A21,Sound FC 06,Positional attacks,2nd half,61.6,48.7
2489,3058.7,3078.7,54. Elliot Falor,Seattle United 06 Tango,Tackles (Successful actions),2nd half,43.4,19.3
2490,3058.7,3078.7,12. Noname A21,Sound FC 06,Dribbles (Unsuccessful actions),2nd half,61.6,48.7
2491,3062.11,3082.11,40. Mateo Garces,Seattle United 06 Tango,Challenges (won),2nd half,32.7,7.8
2492,3062.11,3082.11,40. Mateo Garces,Seattle United 06 Tango,Lost balls,2nd half,32.7,7.8
2493,3062.11,3082.11,40. Mateo Garces,Seattle United 06 Tango,Lost balls (in opp. half),2nd half,32.7,7.8
2494,3062.11,3082.11,12. Noname A21,Sound FC 06,Challenges (lost),2nd half,72.3,60.2
2495,3083.85,3103.85,12. Noname A21,Sound FC 06,Lost balls,2nd half,91.0,59.7
2496,3083.85,3103.85,12. Noname A21,Sound FC 06,Passes (inaccurate),2nd half,70.5,68.0
2497,3083.85,3103.85,12. Noname A21,Sound FC 06,Positional attacks,2nd half,70.5,68.0
2498,3084.98,3104.98,40. Mateo Garces,Seattle United 06 Tango,Passes accurate,2nd half,14.0,8.3
2499,3084.98,3104.98,40. Mateo Garces,Seattle United 06 Tango,Positional attacks,2nd half,14.0,8.3
2500,3084.98,3104.98,40. Mateo Garces,Seattle United 06 Tango,Interceptions,2nd half,14.0,8.3
2501,3084.98,3104.98,40. Mateo Garces,Seattle United 06 Tango,Counter-attacks,2nd half,14.0,8.3
2502,3088.38,3108.38,29. Jackson Peterson,Seattle United 06 Tango,Counter-attacks,2nd half,24.6,20.6
2503,3088.38,3108.38,29. Jackson Peterson,Seattle United 06 Tango,Air challenges (won),2nd half,24.6,20.6
2504,3088.38,3108.38,13. Noname Noname,Sound FC 06,Challenges (lost),2nd half,80.4,47.4
2505,3088.38,3108.38,13. Noname Noname,Sound FC 06,Air challenges (lost),2nd half,80.4,47.4
2506,3088.38,3108.38,29. Jackson Peterson,Seattle United 06 Tango,Counter-attacks,2nd half,24.6,20.6
2507,3088.38,3108.38,29. Jackson Peterson,Seattle United 06 Tango,Passes accurate,2nd half,24.6,20.6
2508,3088.38,3108.38,29. Jackson Peterson,Seattle United 06 Tango,Challenges (won),2nd half,24.6,20.6
2509,3089.5,3109.5,42. Loic Charles-Antoine,Seattle United 06 Tango,Counter-attacks,2nd half,26.8,25.8
2510,3089.5,3109.5,42. Loic Charles-Antoine,Seattle United 06 Tango,Passes accurate,2nd half,26.8,25.8
2511,3091.4,3111.4,46. Jacob Taylor,Seattle United 06 Tango,Counter-attacks,2nd half,40.5,36.0
2512,3093.77,3113.77,46. Jacob Taylor,Seattle United 06 Tango,Passes accurate,2nd half,46.4,43.9
2513,3093.77,3113.77,46. Jacob Taylor,Seattle United 06 Tango,Counter-attacks,2nd half,46.4,43.9
2514,3095.98,3115.98,47. Tate Macdonald,Seattle United 06 Tango,Challenges (lost),2nd half,61.6,60.1
2515,3095.98,3115.98,7. Noname Noname,Sound FC 06,Counter-attacks,2nd half,43.4,7.9
2516,3095.98,3115.98,7. Noname Noname,Sound FC 06,Challenges (won),2nd half,43.4,7.9
2517,3129.99,3149.99,47. Tate Macdonald,Seattle United 06 Tango,Passes accurate,2nd half,65.3,68.0
2518,3129.99,3149.99,47. Tate Macdonald,Seattle United 06 Tango,Positional attacks,2nd half,65.3,68.0
2519,3130.86,3150.86,9. Noname Noname,Sound FC 06,Challenges (won),2nd half,29.0,4.3
2520,3130.86,3150.86,9. Noname Noname,Sound FC 06,Positional attacks,2nd half,29.0,4.3
2521,3130.86,3150.86,9. Noname Noname,Sound FC 06,Passes accurate,2nd half,29.0,4.3
2522,3130.86,3150.86,9. Noname Noname,Sound FC 06,Positional attacks,2nd half,29.0,4.3
2523,3130.86,3150.86,48. Nalyn Dungel,Seattle United 06 Tango,Challenges (lost),2nd half,76,63.7
2524,3132.14,3152.14,8. Noname A19,Sound FC 06,Positional attacks,2nd half,33.4,10.3
2525,3132.14,3152.14,8. Noname A19,Sound FC 06,Passes (inaccurate),2nd half,33.4,10.3
2526,3132.14,3152.14,8. Noname A19,Sound FC 06,Positional attacks,2nd half,33.4,10.3
2527,3132.14,3152.14,8. Noname A19,Sound FC 06,Challenges (won),2nd half,33.4,10.3
2528,3132.14,3152.14,29. Jackson Peterson,Seattle United 06 Tango,Challenges (lost),2nd half,71.6,57.7
2529,3133.61,3153.61,47. Tate Macdonald,Seattle United 06 Tango,Lost balls,2nd half,70.0,62.4
2530,3133.61,3153.61,47. Tate Macdonald,Seattle United 06 Tango,Interceptions,2nd half,70.0,62.4
2531,3133.61,3153.61,47. Tate Macdonald,Seattle United 06 Tango,Interceptions (in opp. half),2nd half,70.0,62.4
2532,3133.61,3153.61,47. Tate Macdonald,Seattle United 06 Tango,Positional attacks,2nd half,70.0,62.4
2533,3145.94,3165.94,13. Noname Noname,Sound FC 06,Positional attacks,2nd half,40.0,0.0
2534,3145.94,3165.94,13. Noname Noname,Sound FC 06,Passes accurate,2nd half,40.0,0.0
2535,3148.2,3168.2,33. Kirby Winfield III,Seattle United 06 Tango,Challenges (won),2nd half,37.2,64.3
2536,3148.2,3168.2,18. Noname Noname,Sound FC 06,Challenges (lost),2nd half,67.8,3.7
2537,3148.2,3168.2,33. Kirby Winfield III,Seattle United 06 Tango,Positional attacks,2nd half,37.2,64.3
2538,3148.2,3168.2,18. Noname Noname,Sound FC 06,Lost balls,2nd half,67.8,3.7
2539,3150.84,3170.84,47. Tate Macdonald,Seattle United 06 Tango,Passes accurate,2nd half,37.2,66.6
2540,3150.84,3170.84,47. Tate Macdonald,Seattle United 06 Tango,Picking-ups,2nd half,37.2,66.6
2541,3152.79,3172.79,23. Zoran Khan,Seattle United 06 Tango,Passes accurate,2nd half,50.8,53.1
2542,3154.31,3174.31,48. Nalyn Dungel,Seattle United 06 Tango,Passes (inaccurate),2nd half,45.6,61.2
2543,3167.74,3187.74,42. Loic Charles-Antoine,Seattle United 06 Tango,Positional attacks,2nd half,45.8,50.6
2544,3167.74,3187.74,42. Loic Charles-Antoine,Seattle United 06 Tango,Passes accurate,2nd half,45.8,50.6
2545,3169.5,3189.5,33. Kirby Winfield III,Seattle United 06 Tango,Positional attacks,2nd half,40.0,61.1
2546,3170.78,3190.78,33. Kirby Winfield III,Seattle United 06 Tango,Positional attacks,2nd half,45.6,60.6
2547,3170.78,3190.78,33. Kirby Winfield III,Seattle United 06 Tango,Passes accurate,2nd half,45.6,60.6
2548,3172.16,3192.16,48. Nalyn Dungel,Seattle United 06 Tango,Positional attacks,2nd half,70.2,56.3
2549,3173.71,3193.71,48. Nalyn Dungel,Seattle United 06 Tango,Positional attacks,2nd half,66.4,50.9
2550,3173.71,3193.71,48. Nalyn Dungel,Seattle United 06 Tango,Passes accurate,2nd half,66.4,50.9
2551,3175.09,3195.09,54. Elliot Falor,Seattle United 06 Tango,Positional attacks,2nd half,61.6,31.3
2552,3176.36,3196.36,54. Elliot Falor,Seattle United 06 Tango,Positional attacks,2nd half,65.0,26.8
2553,3176.36,3196.36,54. Elliot Falor,Seattle United 06 Tango,Passes (inaccurate),2nd half,65.0,26.8
2554,3176.36,3196.36,54. Elliot Falor,Seattle United 06 Tango,Lost balls,2nd half,96.8,35.1
2555,3176.36,3196.36,54. Elliot Falor,Seattle United 06 Tango,Passes into the penalty box,2nd half,65.0,26.8
2556,3179.68,3199.68,1. Noname A18,Sound FC 06,Positional attacks,2nd half,8.2,32.9
2557,3179.68,3199.68,1. Noname A18,Sound FC 06,Interceptions,2nd half,8.2,32.9
2558,3191.03,3211.03,1. Noname A18,Sound FC 06,Passes accurate,2nd half,14.9,33.6
2559,3193.07,3213.07,8. Noname A19,Sound FC 06,Air challenges (lost),2nd half,57,33
2560,3193.07,3213.07,42. Loic Charles-Antoine,Seattle United 06 Tango,Air challenges (won),2nd half,48.0,35.0
2561,3193.07,3213.07,42. Loic Charles-Antoine,Seattle United 06 Tango,Challenges (won),2nd half,48.0,35.0
2562,3193.07,3213.07,8. Noname A19,Sound FC 06,Lost balls,2nd half,57.0,33.0
2563,3193.07,3213.07,8. Noname A19,Sound FC 06,Challenges (lost),2nd half,57,33
2564,3195.81,3215.81,47. Tate Macdonald,Seattle United 06 Tango,Picking-ups,2nd half,42.5,47.9
2565,3195.81,3215.81,47. Tate Macdonald,Seattle United 06 Tango,Passes accurate,2nd half,42.5,47.9
2566,3195.81,3215.81,47. Tate Macdonald,Seattle United 06 Tango,Positional attacks,2nd half,42.5,47.9
2567,3195.81,3215.81,47. Tate Macdonald,Seattle United 06 Tango,Positional attacks,2nd half,42.5,47.9
2568,3197.05,3217.05,29. Jackson Peterson,Seattle United 06 Tango,Lost balls,2nd half,72.0,68.0
2569,3197.05,3217.05,29. Jackson Peterson,Seattle United 06 Tango,Positional attacks,2nd half,58.8,45.1
2570,3197.05,3217.05,29. Jackson Peterson,Seattle United 06 Tango,Passes (inaccurate),2nd half,58.8,45.1
2571,3207.7,3227.7,9. Noname Noname,Sound FC 06,Positional attacks,2nd half,35.0,0.0
2572,3207.7,3227.7,9. Noname Noname,Sound FC 06,Passes accurate,2nd half,35.0,0.0
2573,3208.74,3228.74,7. Noname Noname,Sound FC 06,Positional attacks,2nd half,54.8,2.7
2574,3208.74,3228.74,7. Noname Noname,Sound FC 06,Passes (inaccurate),2nd half,54.8,2.7
2575,3208.74,3228.74,7. Noname Noname,Sound FC 06,Air challenges (won),2nd half,54.8,2.7
2576,3208.74,3228.74,47. Tate Macdonald,Seattle United 06 Tango,Air challenges (lost),2nd half,50.2,65.3
2577,3208.74,3228.74,7. Noname Noname,Sound FC 06,Positional attacks,2nd half,54.8,2.7
2578,3208.74,3228.74,7. Noname Noname,Sound FC 06,Challenges (won),2nd half,54.8,2.7
2579,3208.74,3228.74,47. Tate Macdonald,Seattle United 06 Tango,Challenges (lost),2nd half,50.2,65.3
2580,3209.51,3229.51,42. Loic Charles-Antoine,Seattle United 06 Tango,Positional attacks,2nd half,44.8,63.0
2581,3209.51,3229.51,42. Loic Charles-Antoine,Seattle United 06 Tango,Positional attacks,2nd half,44.8,63.0
2582,3209.51,3229.51,42. Loic Charles-Antoine,Seattle United 06 Tango,Passes accurate,2nd half,44.8,63.0
2583,3209.51,3229.51,42. Loic Charles-Antoine,Seattle United 06 Tango,Interceptions,2nd half,44.8,63.0
2584,3210.46,3230.46,47. Tate Macdonald,Seattle United 06 Tango,Positional attacks,2nd half,50.0,64.4
2585,3210.46,3230.46,47. Tate Macdonald,Seattle United 06 Tango,Passes accurate,2nd half,50.0,64.4
2586,3213.02,3233.02,25. Benton Tameling,Seattle United 06 Tango,Challenges (lost),2nd half,35.2,50.9
2587,3213.02,3233.02,18. Noname Noname,Sound FC 06,Challenges (won),2nd half,69.8,17.1
2588,3213.02,3233.02,18. Noname Noname,Sound FC 06,Positional attacks,2nd half,69.8,17.1
2589,3214.54,3234.54,14. Noname Noname,Sound FC 06,Challenges (won),2nd half,70.9,27.0
2590,3214.54,3234.54,14. Noname Noname,Sound FC 06,Positional attacks,2nd half,70.9,27.0
2591,3214.54,3234.54,14. Noname Noname,Sound FC 06,Positional attacks,2nd half,70.9,27.0
2592,3214.54,3234.54,14. Noname Noname,Sound FC 06,Passes accurate,2nd half,70.9,27.0
2593,3214.54,3234.54,54. Elliot Falor,Seattle United 06 Tango,Challenges (lost),2nd half,34.1,41
2594,3215.32,3235.32,8. Noname A19,Sound FC 06,Positional attacks,2nd half,69.7,24.1
2595,3215.32,3235.32,8. Noname A19,Sound FC 06,Passes (inaccurate),2nd half,69.7,24.1
2596,3215.32,3235.32,8. Noname A19,Sound FC 06,Lost balls,2nd half,72.0,25.2
2597,3215.75,3235.75,54. Elliot Falor,Seattle United 06 Tango,Interceptions,2nd half,33.0,42.8
2598,3215.75,3235.75,54. Elliot Falor,Seattle United 06 Tango,Positional attacks,2nd half,33.0,42.8
2599,3218.37,3238.37,54. Elliot Falor,Seattle United 06 Tango,Counter-attacks,2nd half,32.3,38.5
2600,3218.37,3238.37,54. Elliot Falor,Seattle United 06 Tango,Passes accurate,2nd half,32.3,38.5
2601,3219.91,3239.91,40. Mateo Garces,Seattle United 06 Tango,Counter-attacks,2nd half,34.2,17.8
2602,3221.13,3241.13,40. Mateo Garces,Seattle United 06 Tango,Counter-attacks,2nd half,39.6,15.5
2603,3221.13,3241.13,40. Mateo Garces,Seattle United 06 Tango,Passes accurate,2nd half,39.6,15.5
2604,3225.03,3245.03,21. Gian Lucca Weintraub,Seattle United 06 Tango,Counter-attacks,2nd half,70.5,1.5
2605,3227.12,3247.12,21. Gian Lucca Weintraub,Seattle United 06 Tango,Counter-attacks,2nd half,67.9,6.9
2606,3227.12,3247.12,21. Gian Lucca Weintraub,Seattle United 06 Tango,Passes accurate,2nd half,67.9,6.9
2607,3228.11,3248.11,54. Elliot Falor,Seattle United 06 Tango,Counter-attacks,2nd half,66.0,17.2
2608,3228.11,3248.11,14. Noname Noname,Sound FC 06,Challenges (lost),2nd half,39,50.8
2609,3228.11,3248.11,54. Elliot Falor,Seattle United 06 Tango,Challenges (won),2nd half,66.0,17.2
2610,3232.31,3252.31,54. Elliot Falor,Seattle United 06 Tango,Counter-attacks,2nd half,73.3,11.2
2611,3232.31,3252.31,54. Elliot Falor,Seattle United 06 Tango,Crosses (accurate),2nd half,73.3,11.2
2612,3232.31,3252.31,54. Elliot Falor,Seattle United 06 Tango,Counter-attacks,2nd half,73.3,11.2
2613,3232.31,3252.31,54. Elliot Falor,Seattle United 06 Tango,Passes accurate,2nd half,73.3,11.2
2614,3232.31,3252.31,54. Elliot Falor,Seattle United 06 Tango,Passes into the penalty box,2nd half,73.3,11.2
2615,3235.61,3255.61,48. Nalyn Dungel,Seattle United 06 Tango,Counter-attacks,2nd half,98.2,49.2
2616,3236.51,3256.51,48. Nalyn Dungel,Seattle United 06 Tango,Dribbles (Successful actions),2nd half,100.0,46.2
2617,3236.51,3256.51,9. Noname Noname,Sound FC 06,Tackles (Unsuccessful actions),2nd half,5,21.8
2618,3236.51,3256.51,48. Nalyn Dungel,Seattle United 06 Tango,Counter-attacks,2nd half,100.0,46.2
2619,3236.51,3256.51,9. Noname Noname,Sound FC 06,Challenges (lost),2nd half,5,21.8
2620,3237.53,3257.53,1. Noname A18,Sound FC 06,Wide shot (Goalkeepers),2nd half,2.7,23.8
2621,3237.53,3257.53,48. Nalyn Dungel,Seattle United 06 Tango,Counter-attacks,2nd half,102.3,44.2
2622,3237.53,3257.53,48. Nalyn Dungel,Seattle United 06 Tango,Shots,2nd half,102.3,44.2
2623,3237.53,3257.53,48. Nalyn Dungel,Seattle United 06 Tango,Wide shot,2nd half,102.3,44.2
2624,3237.68,3257.68,9. Noname Noname,Sound FC 06,Errors,2nd half,3.0,25.0
2625,3237.68,3257.68,9. Noname Noname,Sound FC 06,Counter-attacks,2nd half,3.0,25.0
2626,3251.03,3301.03,7. Noname Noname,Sound FC 06,Assists,2nd half,72.9,16.2
2627,3255.23,3305.23,1. Finley Suess,Seattle United 06 Tango,Goals conceded,2nd half,14.5,37.6
2628,3255.23,3305.23,18. Noname Noname,Sound FC 06,Goals,2nd half,90.5,30.4
2629,3259.97,3279.97,4. Noname A17,Sound FC 06,Positional attacks,2nd half,5.0,32.0
2630,3259.97,3279.97,4. Noname A17,Sound FC 06,Goal-kicks,2nd half,5.0,32.0
2631,3259.97,3279.97,4. Noname A17,Sound FC 06,Passes accurate,2nd half,5.0,32.0
2632,3262.31,3282.31,42. Loic Charles-Antoine,Seattle United 06 Tango,Air challenges (won),2nd half,48.5,40.2
2633,3262.31,3282.31,42. Loic Charles-Antoine,Seattle United 06 Tango,Positional attacks,2nd half,48.5,40.2
2634,3262.31,3282.31,8. Noname A19,Sound FC 06,Air challenges (lost),2nd half,56.5,27.8
2635,3262.31,3282.31,8. Noname A19,Sound FC 06,Challenges (lost),2nd half,56.5,27.8
2636,3262.31,3282.31,42. Loic Charles-Antoine,Seattle United 06 Tango,Challenges (won),2nd half,48.5,40.2
2637,3265.26,3285.26,7. Noname Noname,Sound FC 06,Positional attacks,2nd half,70.5,16.5
2638,3265.26,3285.26,47. Tate Macdonald,Seattle United 06 Tango,Challenges (lost),2nd half,34.5,51.5
2639,3265.26,3285.26,7. Noname Noname,Sound FC 06,Challenges (won),2nd half,70.5,16.5
2640,3266.03,3286.03,7. Noname Noname,Sound FC 06,Positional attacks,2nd half,72.9,16.2
2641,3267.02,3287.02,18. Noname Noname,Sound FC 06,Positional attacks,2nd half,73.8,18.6
